,x,y_tain_loss,y_train_acc,y_test_acc,TP,TN,FP,FN,AUC,y_train_loss,y_test_loss
0,0,,0.8541666666666666,0.5416666865348816,10.0,55.0,5.0,50.0,0.5416666865348816,0.6662661954760551,0.9001712799072266
1,1,,0.7604166666666666,0.5416666865348816,22.0,43.0,17.0,38.0,0.5416666865348816,0.5745440994699796,0.71202152967453
2,2,,0.8385416666666666,0.5416666865348816,33.0,32.0,28.0,27.0,0.5416666269302368,0.44384604692459106,0.717514157295227
3,3,,0.890625,0.5416666865348816,32.0,33.0,27.0,28.0,0.5416666865348816,0.35120029499133426,0.735295295715332
4,4,,0.953125,0.5666666626930237,14.0,54.0,6.0,46.0,0.5666666626930237,0.1956638308862845,1.0062857866287231
5,5,,0.953125,0.5416666865348816,30.0,35.0,25.0,30.0,0.5416666865348816,0.1639131549745798,0.7993313670158386
6,6,,0.9635416666666666,0.550000011920929,23.0,43.0,17.0,37.0,0.550000011920929,0.14812229573726654,0.8215314149856567
7,7,,0.9739583333333334,0.5583333373069763,17.0,50.0,10.0,43.0,0.5583333373069763,0.10516215860843658,0.9809492826461792
8,8,,0.9947916666666666,0.5583333373069763,18.0,49.0,11.0,42.0,0.5583333969116211,0.06060734375690421,1.0515797138214111
9,9,,0.9947916666666666,0.550000011920929,21.0,45.0,15.0,39.0,0.550000011920929,0.026808684458956122,0.9841972589492798
10,10,,0.984375,0.574999988079071,23.0,46.0,14.0,37.0,0.5750000476837158,0.039287214439051844,1.0347883701324463
11,11,,1.0,0.550000011920929,19.0,47.0,13.0,41.0,0.550000011920929,0.01236173128321146,1.1657003164291382
12,12,,0.9947916666666666,0.5666666626930237,24.0,44.0,16.0,36.0,0.5666667222976685,0.03638186699633176,1.0732001066207886
13,13,,1.0,0.574999988079071,33.0,36.0,24.0,27.0,0.574999988079071,0.01829475975440194,1.0121824741363525
14,14,,1.0,0.5583333373069763,23.0,44.0,16.0,37.0,0.5583333373069763,0.010409544493692616,1.1525367498397827
15,15,,1.0,0.5416666865348816,19.0,46.0,14.0,41.0,0.5416666865348816,0.003953963498740147,1.3286861181259155
16,16,,1.0,0.550000011920929,20.0,46.0,14.0,40.0,0.550000011920929,0.003035531243464599,1.3346697092056274
17,17,,1.0,0.550000011920929,21.0,45.0,15.0,39.0,0.550000011920929,0.0025142764498014003,1.3113815784454346
18,18,,1.0,0.5666666626930237,23.0,45.0,15.0,37.0,0.5666666626930237,0.002510698599508032,1.313958764076233
19,19,,1.0,0.574999988079071,26.0,43.0,17.0,34.0,0.5750000476837158,0.012615567631049393,1.2984561920166016
20,20,,1.0,0.6000000238418579,31.0,41.0,19.0,29.0,0.6000000238418579,0.0018733449348170932,1.1887270212173462
21,21,,1.0,0.6000000238418579,31.0,41.0,19.0,29.0,0.6000000238418579,0.002029141857443998,1.213404893875122
22,22,,1.0,0.574999988079071,28.0,41.0,19.0,32.0,0.5750000476837158,0.001639247687611108,1.2814033031463623
23,23,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.001346302645591398,1.3327261209487915
24,24,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0010059767034060012,1.3457821607589722
25,25,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.0010617294756229967,1.3479442596435547
26,26,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.001017586182570085,1.3537685871124268
27,27,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0008675410208525136,1.3737297058105469
28,28,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0008374880708288401,1.380565881729126
29,29,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.0008942450852676606,1.3881046772003174
30,30,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0008504088618792593,1.4006553888320923
31,31,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0006418471069385608,1.4115962982177734
32,32,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0006106537475716323,1.4297670125961304
33,33,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0004812483554511952,1.4384040832519531
34,34,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0005634851841023192,1.444928765296936
35,35,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0006072436299291439,1.4547337293624878
36,36,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0004948450514348224,1.469422698020935
37,37,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0004511386384062159,1.4748862981796265
38,38,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00045091279995782924,1.485992670059204
39,39,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0004988062670842434,1.489880919456482
40,40,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00044381548893094685,1.492363452911377
41,41,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00041765847223966074,1.4989722967147827
42,42,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00042397920818378526,1.509967565536499
43,43,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00032619592699726735,1.5084254741668701
44,44,,1.0,0.574999988079071,28.0,41.0,19.0,32.0,0.5750000476837158,0.0002760545721685048,1.507483720779419
45,45,,1.0,0.574999988079071,28.0,41.0,19.0,32.0,0.5750000476837158,0.0003181868560204748,1.5051476955413818
46,46,,1.0,0.574999988079071,28.0,41.0,19.0,32.0,0.5750000476837158,0.0002910500358363303,1.5067616701126099
47,47,,1.0,0.574999988079071,28.0,41.0,19.0,32.0,0.5750000476837158,0.0002902909630696134,1.5156595706939697
48,48,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00028945778346193646,1.5308806896209717
49,49,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00023935710608687563,1.5523020029067993
50,50,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00024238821909724115,1.5579686164855957
51,51,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0002557704744200843,1.563331127166748
52,52,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00021967269943464393,1.565829873085022
53,53,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00019634648136464725,1.5647666454315186
54,54,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.0002036194825147201,1.5642677545547485
55,55,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.0002439607742417138,1.574267029762268
56,56,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00024032559546564394,1.5865670442581177
57,57,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00019304389388707932,1.5911225080490112
58,58,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00017456196170921126,1.5954996347427368
59,59,,1.0,0.5916666388511658,28.0,43.0,17.0,32.0,0.5916666984558105,0.00021657100660377182,1.5988609790802002
60,60,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00021157417844127244,1.6026840209960938
61,61,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00019773453944556726,1.6070854663848877
62,62,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.000154190978112941,1.6127761602401733
63,63,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00019548526931127222,1.6158015727996826
64,64,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.0001512733603400799,1.6189155578613281
65,65,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.0001859857993622427,1.6245291233062744
66,66,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00014156238709498817,1.6288219690322876
67,67,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00013375367901365584,1.628326177597046
68,68,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00016160442646651063,1.633412480354309
69,69,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00014178964253612017,1.6340949535369873
70,70,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.0001309481158386916,1.6338931322097778
71,71,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00014090811267427247,1.6377406120300293
72,72,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00013421824041870423,1.642800211906433
73,73,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00013750399921264034,1.640769362449646
74,74,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00011435655627186254,1.6462513208389282
75,75,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00012413999714529686,1.6539273262023926
76,76,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00011727213859558105,1.6597678661346436
77,77,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00012367506133159623,1.660230040550232
78,78,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00012418010737746954,1.6599370241165161
79,79,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00012523119039542507,1.6647512912750244
80,80,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00010543449631465289,1.6666755676269531
81,81,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00010633891633915482,1.6659034490585327
82,82,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,9.582743465822811e-05,1.6679589748382568
83,83,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,8.621556692863426e-05,1.6762795448303223
84,84,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,9.166152146159827e-05,1.6881330013275146
85,85,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,9.791713152177788e-05,1.6903395652770996
86,86,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,8.701135902811075e-05,1.6919612884521484
87,87,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,0.00010902790078641071,1.6986299753189087
88,88,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,8.387469097215217e-05,1.6989625692367554
89,89,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,9.740290564271466e-05,1.7016268968582153
90,90,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,9.269194894538184e-05,1.7011882066726685
91,91,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,9.10080913551307e-05,1.705518126487732
92,92,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,9.01856128621148e-05,1.706480860710144
93,93,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,8.195613736461382e-05,1.7075152397155762
94,94,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,8.685023021826055e-05,1.7098678350448608
95,95,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,7.879309062748992e-05,1.7157689332962036
96,96,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,7.882280563838624e-05,1.7173373699188232
97,97,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,7.688627041109915e-05,1.717474341392517
98,98,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,8.56031771642544e-05,1.716913104057312
99,99,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,7.857973499388511e-05,1.7190202474594116
100,100,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,8.333530119368031e-05,1.7234272956848145
101,101,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,7.624290689515571e-05,1.7295114994049072
102,102,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,6.765125317542697e-05,1.733033299446106
103,103,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,7.058295310950295e-05,1.7360740900039673
104,104,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.5297933007144216e-05,1.7329427003860474
105,105,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,6.590901042121307e-05,1.7328076362609863
106,106,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,6.258818757487461e-05,1.733757734298706
107,107,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,7.264604876885035e-05,1.7412712574005127
108,108,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.597571604691135e-05,1.748840093612671
109,109,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.6347537489879564e-05,1.750375509262085
110,110,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,6.045739913436895e-05,1.7511694431304932
111,111,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.243120115968244e-05,1.756282091140747
112,112,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.256258070100254e-05,1.7626539468765259
113,113,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,6.15461446310898e-05,1.7674334049224854
114,114,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,6.129684485737623e-05,1.7735081911087036
115,115,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.0970950875732037e-05,1.777039647102356
116,116,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,4.993966012989404e-05,1.7804919481277466
117,117,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.62341814050645e-05,1.7799960374832153
118,118,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,4.795866395094587e-05,1.7784769535064697
119,119,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.2380377686252665e-05,1.7829585075378418
120,120,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.693998688608796e-05,1.7870614528656006
121,121,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,4.939266576305575e-05,1.789794683456421
122,122,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,4.780467103652578e-05,1.794057011604309
123,123,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,4.708362591069696e-05,1.798346996307373
124,124,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.610902432332902e-05,1.7999790906906128
125,125,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,4.630291080805667e-05,1.8013936281204224
126,126,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,4.621103244062397e-05,1.8003733158111572
127,127,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,4.43445880288588e-05,1.801150918006897
128,128,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.224207658708716e-05,1.8040517568588257
129,129,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.09429986171502e-05,1.8028863668441772
130,130,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,5.289532782626338e-05,1.8033788204193115
131,131,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,4.275249754452185e-05,1.805207371711731
132,132,,1.0,0.5833333134651184,28.0,42.0,18.0,32.0,0.5833333134651184,3.9820292234556597e-05,1.8067165613174438
