,x,y_tain_loss,y_train_acc,y_test_acc,TP,TN,FP,FN,AUC,y_train_loss,y_test_loss
90,90,,0.96875,0.7458333373069763,85.0,92.0,28.0,35.0,0.73749995,0.08770336179683606,1.595880389213562
91,91,,0.9322916666666666,0.75,85.0,92.0,28.0,35.0,0.73749995,0.14228877611458302,14.401437759399414
92,92,,0.9322916666666666,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.1586370471244057,2.4160468578338623
93,93,,0.9427083333333334,0.75,85.0,92.0,28.0,35.0,0.73749995,0.13577831846972307,6.890203952789307
94,94,,0.9479166666666666,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.1533742230385542,6.099000930786133
95,95,,0.9427083333333334,0.7083333134651184,85.0,92.0,28.0,35.0,0.73749995,0.18218096066266298,8.463459014892578
96,96,,0.90625,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.20185537993287048,6.153318405151367
97,97,,0.9427083333333334,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.13807349869360527,4.666134357452393
98,98,,0.9427083333333334,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.15170517532775799,9.3865966796875
99,99,,0.9479166666666666,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.13105990986029306,6.284969806671143
100,100,,0.9270833333333334,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.1786320200189948,12.212546348571777
101,101,,0.9583333333333334,0.7666666507720947,85.0,92.0,28.0,35.0,0.73749995,0.11974155685553949,3.309643268585205
102,102,,0.9375,0.7416666746139526,85.0,92.0,28.0,35.0,0.73749995,0.1632351577281952,14.768349647521973
103,103,,0.9479166666666666,0.7583333253860474,85.0,92.0,28.0,35.0,0.73749995,0.13832913214961687,7.343474388122559
104,104,,0.9635416666666666,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.12491145419577758,5.1352858543396
105,105,,0.96875,0.75,85.0,92.0,28.0,35.0,0.73749995,0.10990217762688796,8.866695404052734
106,106,,0.96875,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.13153977024679384,6.92582893371582
107,107,,0.9479166666666666,0.737500011920929,85.0,92.0,28.0,35.0,0.73749995,0.14953093618775407,12.893795013427734
108,108,,0.9739583333333334,0.7749999761581421,85.0,92.0,28.0,35.0,0.73749995,0.08981286051372687,2.4983088970184326
109,109,,0.9427083333333334,0.7458333373069763,85.0,92.0,28.0,35.0,0.73749995,0.16708367131650448,7.533771991729736
110,110,,0.9375,0.7458333373069763,85.0,92.0,28.0,35.0,0.73749995,0.17342979771395525,3.3575398921966553
111,111,,0.921875,0.7458333373069763,85.0,92.0,28.0,35.0,0.73749995,0.1469136249894897,2.115973711013794
112,112,,0.9427083333333334,0.7791666388511658,85.0,92.0,28.0,35.0,0.73749995,0.14609968724350134,7.774896144866943
113,113,,0.9427083333333334,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.1372944007938107,5.03103494644165
114,114,,0.9635416666666666,0.7583333253860474,85.0,92.0,28.0,35.0,0.73749995,0.11623571875194709,6.270355701446533
115,115,,0.9635416666666666,0.7666666507720947,85.0,92.0,28.0,35.0,0.73749995,0.13943210461487374,5.347639083862305
116,116,,0.9583333333333334,0.75,85.0,92.0,28.0,35.0,0.73749995,0.10083004816745718,12.912881851196289
117,117,,0.9583333333333334,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.12530482405175766,5.9222493171691895
118,118,,0.953125,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.14459216967225075,18.970495223999023
119,119,,0.9375,0.75,85.0,92.0,28.0,35.0,0.73749995,0.17426586678872505,6.5939812660217285
120,120,,0.9010416666666666,0.75,85.0,92.0,28.0,35.0,0.73749995,0.20077051719029745,6.118588924407959
121,121,,0.9739583333333334,0.7666666507720947,85.0,92.0,28.0,35.0,0.73749995,0.08214176647985975,8.300496101379395
122,122,,0.9583333333333334,0.7583333253860474,85.0,92.0,28.0,35.0,0.73749995,0.12263050085554521,8.775073051452637
123,123,,0.9375,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.13304741494357586,5.945356369018555
124,124,,0.9479166666666666,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.13292554145057997,8.03127384185791
125,125,,0.953125,0.7749999761581421,85.0,92.0,28.0,35.0,0.73749995,0.121217199601233,7.77664041519165
126,126,,0.953125,0.75,85.0,92.0,28.0,35.0,0.73749995,0.12298147364829977,2.7451059818267822
127,127,,0.9270833333333334,0.7291666865348816,85.0,92.0,28.0,35.0,0.73749995,0.19076805158207813,11.090055465698242
128,128,,0.921875,0.7749999761581421,85.0,92.0,28.0,35.0,0.73749995,0.1589419369896253,12.006463050842285
129,129,,0.9583333333333334,0.7208333611488342,85.0,92.0,28.0,35.0,0.73749995,0.11404269002377987,6.857460975646973
130,130,,0.96875,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.09875819366425276,6.157637119293213
131,131,,0.9635416666666666,0.7666666507720947,85.0,92.0,28.0,35.0,0.73749995,0.12662549875676632,11.865118980407715
132,132,,0.921875,0.7208333611488342,85.0,92.0,28.0,35.0,0.73749995,0.16162175064285597,3.4459657669067383
133,133,,0.9479166666666666,0.7083333134651184,85.0,92.0,28.0,35.0,0.73749995,0.13784213022639355,11.413087844848633
134,134,,0.9427083333333334,0.7166666388511658,85.0,92.0,28.0,35.0,0.73749995,0.1237363771845897,8.567137718200684
135,135,,0.9739583333333334,0.7166666388511658,85.0,92.0,28.0,35.0,0.73749995,0.1116461440299948,10.919867515563965
136,136,,0.9479166666666666,0.7458333373069763,85.0,92.0,28.0,35.0,0.73749995,0.11852298304438591,5.954728603363037
137,137,,0.953125,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.13671556115150452,10.499289512634277
138,138,,0.9583333333333334,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.13697585044428706,6.916529655456543
139,139,,0.953125,0.75,85.0,92.0,28.0,35.0,0.73749995,0.1446564613531033,6.466630935668945
140,140,,0.953125,0.7791666388511658,85.0,92.0,28.0,35.0,0.73749995,0.14240075057993332,8.552685737609863
141,141,,0.9583333333333334,0.75,85.0,92.0,28.0,35.0,0.73749995,0.1420555468648672,11.613654136657715
142,142,,0.9114583333333334,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.16367079224437475,11.531526565551758
143,143,,0.9479166666666666,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.1333010426412026,7.768050193786621
144,144,,0.953125,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.15195958937207857,9.974625587463379
145,145,,0.9322916666666666,0.7833333611488342,85.0,92.0,28.0,35.0,0.73749995,0.19180796636889377,9.168173789978027
146,146,,0.9635416666666666,0.7833333611488342,85.0,92.0,28.0,35.0,0.73749995,0.10575529203439753,8.140735626220703
147,147,,0.96875,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.10220811422914267,10.209341049194336
148,148,,0.9427083333333334,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.1678143125027418,8.803686141967773
149,149,,0.96875,0.7666666507720947,85.0,92.0,28.0,35.0,0.73749995,0.11066173389554024,6.110260009765625
150,150,,0.9166666666666666,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.17833345104008913,9.543158531188965
151,151,,0.9791666666666666,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.1114139227817456,6.760183811187744
152,152,,0.9583333333333334,0.75,85.0,92.0,28.0,35.0,0.73749995,0.11953239158416788,7.270937919616699
153,153,,0.9427083333333334,0.7250000238418579,85.0,92.0,28.0,35.0,0.73749995,0.15512269952644905,9.749008178710938
154,154,,0.9427083333333334,0.7333333492279053,85.0,92.0,28.0,35.0,0.73749995,0.15256096671024957,12.342537879943848
155,155,,0.953125,0.7208333611488342,85.0,92.0,28.0,35.0,0.73749995,0.1107190406570832,7.430315971374512
156,156,,0.9583333333333334,0.75,85.0,92.0,28.0,35.0,0.73749995,0.11225191596895456,7.545007228851318
157,157,,0.90625,0.7250000238418579,85.0,92.0,28.0,35.0,0.73749995,0.20864102120200792,15.808114051818848
158,158,,0.953125,0.7333333492279053,85.0,92.0,28.0,35.0,0.73749995,0.13797988090664148,12.389678001403809
159,159,,0.953125,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.14007417981823286,9.07053279876709
160,160,,0.9375,0.7333333492279053,85.0,92.0,28.0,35.0,0.73749995,0.13687449569503465,10.393990516662598
161,161,,0.9427083333333334,0.7458333373069763,85.0,92.0,28.0,35.0,0.73749995,0.14345203650494417,5.919714450836182
162,162,,0.9010416666666666,0.75,85.0,92.0,28.0,35.0,0.73749995,0.2514070747420192,7.841146469116211
163,163,,0.9739583333333334,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.08264205185696483,2.8879644870758057
164,164,,0.953125,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.14997355779632926,12.078154563903809
165,165,,0.96875,0.737500011920929,85.0,92.0,28.0,35.0,0.73749995,0.10745376550282042,5.985734939575195
166,166,,0.9010416666666666,0.7250000238418579,85.0,92.0,28.0,35.0,0.73749995,0.25792620827754337,6.571702003479004
167,167,,0.9270833333333334,0.7666666507720947,85.0,92.0,28.0,35.0,0.73749995,0.2132247599462668,7.518226623535156
168,168,,0.9791666666666666,0.7250000238418579,85.0,92.0,28.0,35.0,0.73749995,0.08872084754208724,11.766145706176758
169,169,,0.9322916666666666,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.1678507231796781,11.906736373901367
170,170,,0.921875,0.737500011920929,85.0,92.0,28.0,35.0,0.73749995,0.15898896226038536,6.167694091796875
171,171,,0.9739583333333334,0.7666666507720947,85.0,92.0,28.0,35.0,0.73749995,0.10963986534625292,3.1265015602111816
172,172,,0.9635416666666666,0.7749999761581421,85.0,92.0,28.0,35.0,0.73749995,0.09773614319662254,14.182188034057617
173,173,,0.9479166666666666,0.75,85.0,92.0,28.0,35.0,0.73749995,0.12108553837363918,2.7712888717651367
174,174,,0.9583333333333334,0.7083333134651184,85.0,92.0,28.0,35.0,0.73749995,0.1160725283746918,4.9826202392578125
175,175,,0.921875,0.7833333611488342,85.0,92.0,28.0,35.0,0.73749995,0.21918453803906837,20.240478515625
176,176,,0.953125,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.1309281581391891,2.083292245864868
177,177,,0.9114583333333334,0.7416666746139526,85.0,92.0,28.0,35.0,0.73749995,0.1600149410466353,9.407145500183105
178,178,,0.9635416666666666,0.7416666746139526,85.0,92.0,28.0,35.0,0.73749995,0.10848045830304424,5.568755149841309
179,179,,0.96875,0.7666666507720947,85.0,92.0,28.0,35.0,0.73749995,0.10619204149891932,6.664269924163818
180,180,,0.953125,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.12882779833550254,1.9274394512176514
181,181,,0.953125,0.7416666746139526,85.0,92.0,28.0,35.0,0.73749995,0.13392152513066927,8.141518592834473
182,182,,0.9322916666666666,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.1611945020655791,6.163323879241943
183,183,,0.9479166666666666,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.13318920135498047,6.5047383308410645
184,184,,0.9583333333333334,0.7833333611488342,85.0,92.0,28.0,35.0,0.73749995,0.08906498923897743,6.1158127784729
185,185,,0.9166666666666666,0.7124999761581421,85.0,92.0,28.0,35.0,0.73749995,0.17208094832797846,5.2046918869018555
186,186,,0.9479166666666666,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.12801353012522063,6.472348690032959
187,187,,0.9322916666666666,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.1640166873112321,8.521477699279785
188,188,,0.9583333333333334,0.7458333373069763,85.0,92.0,28.0,35.0,0.73749995,0.1250986342007915,10.438322067260742
189,189,,0.9322916666666666,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.17029409110546112,5.716099262237549
190,190,,0.9583333333333334,0.7875000238418579,85.0,92.0,28.0,35.0,0.73749995,0.1410589792455236,4.024475574493408
191,191,,0.953125,0.7333333492279053,85.0,92.0,28.0,35.0,0.73749995,0.11976942978799343,11.667378425598145
192,192,,0.9427083333333334,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.1398716646557053,9.95248794555664
193,193,,0.9583333333333334,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.11028038493047158,3.830263376235962
194,194,,0.9166666666666666,0.7791666388511658,85.0,92.0,28.0,35.0,0.73749995,0.19823364727199078,6.371644496917725
195,195,,0.9739583333333334,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.11263036153589685,2.656461477279663
196,196,,0.9583333333333334,0.7208333611488342,85.0,92.0,28.0,35.0,0.73749995,0.10640023400386174,8.387486457824707
197,197,,0.9635416666666666,0.737500011920929,85.0,92.0,28.0,35.0,0.73749995,0.11226333087931077,3.2539381980895996
198,198,,0.984375,0.75,85.0,92.0,28.0,35.0,0.73749995,0.07104596852635343,12.467533111572266
199,199,,0.953125,0.7666666507720947,85.0,92.0,28.0,35.0,0.73749995,0.10464746939639251,5.129405498504639
200,200,,0.9583333333333334,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.1353629802664121,3.2605175971984863
201,201,,0.9270833333333334,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.140756169334054,3.96766996383667
202,202,,0.890625,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.25476224658389884,6.623242378234863
203,203,,0.9635416666666666,0.7749999761581421,85.0,92.0,28.0,35.0,0.73749995,0.12295941294481356,3.692265272140503
204,204,,0.921875,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.21061812868962684,4.3170599937438965
205,205,,0.9635416666666666,0.7416666746139526,85.0,92.0,28.0,35.0,0.73749995,0.10843943664804101,3.4822630882263184
206,206,,0.9375,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.14748000229398409,5.25734806060791
207,207,,0.9322916666666666,0.7458333373069763,85.0,92.0,28.0,35.0,0.73749995,0.15658927926172814,1.3789432048797607
208,208,,0.9427083333333334,0.737500011920929,85.0,92.0,28.0,35.0,0.73749995,0.16446492789934078,7.463788986206055
209,209,,0.9427083333333334,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.13806387906273207,7.429656505584717
210,210,,0.9635416666666666,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.10829610362028082,10.476777076721191
211,211,,0.9479166666666666,0.75,85.0,92.0,28.0,35.0,0.73749995,0.12591662568350634,16.10869026184082
212,212,,0.953125,0.7916666865348816,85.0,92.0,28.0,35.0,0.73749995,0.11731144475440185,5.1711626052856445
213,213,,0.9479166666666666,0.6958333253860474,85.0,92.0,28.0,35.0,0.73749995,0.16304302588105202,10.3389892578125
214,214,,0.9635416666666666,0.7166666388511658,85.0,92.0,28.0,35.0,0.73749995,0.10718245493868987,9.394613265991211
215,215,,0.9635416666666666,0.7666666507720947,85.0,92.0,28.0,35.0,0.73749995,0.10651730404545863,8.978384017944336
216,216,,0.9010416666666666,0.7791666388511658,85.0,92.0,28.0,35.0,0.73749995,0.24688645203908285,6.996464252471924
217,217,,0.953125,0.7666666507720947,85.0,92.0,28.0,35.0,0.73749995,0.16230845358222723,10.638869285583496
218,218,,0.9583333333333334,0.7708333134651184,85.0,92.0,28.0,35.0,0.73749995,0.12795819155871868,5.170202732086182
219,219,,0.9270833333333334,0.7583333253860474,85.0,92.0,28.0,35.0,0.73749995,0.16491005942225456,9.089497566223145
220,220,,0.9322916666666666,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.15598983441789946,15.842682838439941
221,221,,0.9635416666666666,0.7791666388511658,85.0,92.0,28.0,35.0,0.73749995,0.10236135373512904,0.9369659423828125
222,222,,0.953125,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.16706265167643627,8.034707069396973
223,223,,0.9635416666666666,0.7291666865348816,85.0,92.0,28.0,35.0,0.73749995,0.12109983339905739,13.541998863220215
224,224,,0.9375,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.15349108974138895,11.334980010986328
225,225,,0.9479166666666666,0.7541666626930237,85.0,92.0,28.0,35.0,0.73749995,0.12302638310939074,13.507765769958496
226,226,,0.953125,0.7416666746139526,85.0,92.0,28.0,35.0,0.73749995,0.13510977011173964,18.259071350097656
227,227,,0.9375,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.15745192766189575,1.724700689315796
228,228,,0.9791666666666666,0.762499988079071,85.0,92.0,28.0,35.0,0.73749995,0.08138026886930068,14.886910438537598
