,x,y_tain_loss,y_train_acc,y_test_acc,TP,TN,FP,FN,AUC,y_train_loss,y_test_loss
0,0,,0.96875,0.4958333373069763,0.0,0.0,0.0,0.0,0.0,0.2109352188805739,135.08045959472656
1,1,,0.9583333333333334,0.5458333492279053,0.0,0.0,0.0,0.0,0.0,0.2139543298011025,0.9906594157218933
2,2,,0.9895833333333334,0.5,0.0,0.0,0.0,0.0,0.0,0.12915266258642077,4.888038158416748
3,3,,0.9739583333333334,0.8125,0.0,0.0,0.0,0.0,0.0,0.18549944289649525,0.4358980357646942
4,4,,0.96875,0.4625000059604645,0.0,0.0,0.0,0.0,0.0,0.1648628752057751,1101.7093505859375
